Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ufbv,branch-x9dy,branch-62yz,branch-1uap,randomiser-axxj,allocator-flaz,randomiser-9tbp,allocator-cukp,randomiser-fgpw,checkpoint-3r84,checkpoint-l4ng,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: Language-1,Store: Language-2,Store: Language-3,Store: Language-4,Store: Watching-hours,Store: Listening-hours,Store: Games-hours,Store: Internet-hours,Store: Home-hours,Store: Family-hours,Store: Social-hours,Store: Work-school-hours,Store: Out-of-home-hours,Store: Other-hours,Store: Other-specification
213,1747529869743,18/05/2025 00:57:49,1747504669743,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"d) Using social media or browsing the internet, (with or without the use of automatic translation tools) – include here interacting with generative AI and using language learning apps <br></br>
**You listed: 2 hours**",response,Hours:-8-value,,,,Internet,6,object-173,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
214,1747529869749,18/05/2025 00:57:49,1747504669749,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"e) At home (e.g., if your partner, child(ren), roommates speak a language you don’t know) <br></br>
**You listed: 8 hours**",response,Language 1:-value,English,,,Home,7,object-174,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
215,1747529869753,18/05/2025 00:57:49,1747504669753,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"e) At home (e.g., if your partner, child(ren), roommates speak a language you don’t know) <br></br>
**You listed: 8 hours**",response,Hours:-2-value,8,,,Home,7,object-174,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
216,1747529869758,18/05/2025 00:57:49,1747504669758,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"e) At home (e.g., if your partner, child(ren), roommates speak a language you don’t know) <br></br>
**You listed: 8 hours**",response,Language 2:-value,,,,Home,7,object-174,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
217,1747529869762,18/05/2025 00:57:49,1747504669762,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"e) At home (e.g., if your partner, child(ren), roommates speak a language you don’t know) <br></br>
**You listed: 8 hours**",response,Hours:-4-value,,,,Home,7,object-174,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
218,1747529869767,18/05/2025 00:57:49,1747504669767,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"e) At home (e.g., if your partner, child(ren), roommates speak a language you don’t know) <br></br>
**You listed: 8 hours**",response,Language 3:-value,,,,Home,7,object-174,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
219,1747529869772,18/05/2025 00:57:49,1747504669772,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"e) At home (e.g., if your partner, child(ren), roommates speak a language you don’t know) <br></br>
**You listed: 8 hours**",response,Hours:-6-value,,,,Home,7,object-174,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
220,1747529869776,18/05/2025 00:57:49,1747504669776,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"e) At home (e.g., if your partner, child(ren), roommates speak a language you don’t know) <br></br>
**You listed: 8 hours**",response,Language 4:-value,,,,Home,7,object-174,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
221,1747529869781,18/05/2025 00:57:49,1747504669781,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"e) At home (e.g., if your partner, child(ren), roommates speak a language you don’t know) <br></br>
**You listed: 8 hours**",response,Hours:-8-value,,,,Home,7,object-174,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
222,1747529869785,18/05/2025 00:57:49,1747504669785,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"f) With family (parents, siblings, grandparents, caregivers, extended family) <br></br>
**You listed: 0 hours**",response,Language 1:-value,,,,Family,8,object-175,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
223,1747529869790,18/05/2025 00:57:49,1747504669790,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"f) With family (parents, siblings, grandparents, caregivers, extended family) <br></br>
**You listed: 0 hours**",response,Hours:-2-value,,,,Family,8,object-175,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
224,1747529869795,18/05/2025 00:57:49,1747504669795,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"f) With family (parents, siblings, grandparents, caregivers, extended family) <br></br>
**You listed: 0 hours**",response,Language 2:-value,,,,Family,8,object-175,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
225,1747529869800,18/05/2025 00:57:49,1747504669800,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"f) With family (parents, siblings, grandparents, caregivers, extended family) <br></br>
**You listed: 0 hours**",response,Hours:-4-value,,,,Family,8,object-175,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
226,1747529869805,18/05/2025 00:57:49,1747504669805,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"f) With family (parents, siblings, grandparents, caregivers, extended family) <br></br>
**You listed: 0 hours**",response,Language 3:-value,,,,Family,8,object-175,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
227,1747529869810,18/05/2025 00:57:49,1747504669810,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"f) With family (parents, siblings, grandparents, caregivers, extended family) <br></br>
**You listed: 0 hours**",response,Hours:-6-value,,,,Family,8,object-175,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
228,1747529869816,18/05/2025 00:57:49,1747504669816,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"f) With family (parents, siblings, grandparents, caregivers, extended family) <br></br>
**You listed: 0 hours**",response,Language 4:-value,,,,Family,8,object-175,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
229,1747529869821,18/05/2025 00:57:49,1747504669821,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"f) With family (parents, siblings, grandparents, caregivers, extended family) <br></br>
**You listed: 0 hours**",response,Hours:-8-value,,,,Family,8,object-175,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
230,1747529869826,18/05/2025 00:57:49,1747504669826,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"g) In social contexts with friends, neighbors, peers from hobbies or communities (e.g., religious community, neighborhood coalition, online community) <br></br>
**You listed: 2 hours**",response,Language 1:-value,English ,,,Social,9,object-176,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
231,1747529869832,18/05/2025 00:57:49,1747504669832,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"g) In social contexts with friends, neighbors, peers from hobbies or communities (e.g., religious community, neighborhood coalition, online community) <br></br>
**You listed: 2 hours**",response,Hours:-2-value,1,,,Social,9,object-176,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
232,1747529869837,18/05/2025 00:57:49,1747504669837,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"g) In social contexts with friends, neighbors, peers from hobbies or communities (e.g., religious community, neighborhood coalition, online community) <br></br>
**You listed: 2 hours**",response,Language 2:-value,,,,Social,9,object-176,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
233,1747529869842,18/05/2025 00:57:49,1747504669842,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"g) In social contexts with friends, neighbors, peers from hobbies or communities (e.g., religious community, neighborhood coalition, online community) <br></br>
**You listed: 2 hours**",response,Hours:-4-value,,,,Social,9,object-176,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
234,1747529869849,18/05/2025 00:57:49,1747504669849,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"g) In social contexts with friends, neighbors, peers from hobbies or communities (e.g., religious community, neighborhood coalition, online community) <br></br>
**You listed: 2 hours**",response,Language 3:-value,,,,Social,9,object-176,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
235,1747529869856,18/05/2025 00:57:49,1747504669856,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"g) In social contexts with friends, neighbors, peers from hobbies or communities (e.g., religious community, neighborhood coalition, online community) <br></br>
**You listed: 2 hours**",response,Hours:-6-value,,,,Social,9,object-176,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
236,1747529869861,18/05/2025 00:57:49,1747504669861,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"g) In social contexts with friends, neighbors, peers from hobbies or communities (e.g., religious community, neighborhood coalition, online community) <br></br>
**You listed: 2 hours**",response,Language 4:-value,,,,Social,9,object-176,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
237,1747529869867,18/05/2025 00:57:49,1747504669867,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"g) In social contexts with friends, neighbors, peers from hobbies or communities (e.g., religious community, neighborhood coalition, online community) <br></br>
**You listed: 2 hours**",response,Hours:-8-value,,,,Social,9,object-176,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
238,1747529869872,18/05/2025 00:57:49,1747504669872,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"h) In work or school contexts with co-workers/colleagues/classmates (this context can include taking language classes) <br></br>
**You listed: 2 hours**",response,Language 1:-value,English 1,,,Work/school,10,object-177,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
239,1747529869878,18/05/2025 00:57:49,1747504669878,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"h) In work or school contexts with co-workers/colleagues/classmates (this context can include taking language classes) <br></br>
**You listed: 2 hours**",response,Hours:-2-value,,,,Work/school,10,object-177,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
240,1747529869884,18/05/2025 00:57:49,1747504669884,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"h) In work or school contexts with co-workers/colleagues/classmates (this context can include taking language classes) <br></br>
**You listed: 2 hours**",response,Language 2:-value,Japanese,,,Work/school,10,object-177,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
241,1747529869889,18/05/2025 00:57:49,1747504669889,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"h) In work or school contexts with co-workers/colleagues/classmates (this context can include taking language classes) <br></br>
**You listed: 2 hours**",response,Hours:-4-value,1,,,Work/school,10,object-177,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
242,1747529869895,18/05/2025 00:57:49,1747504669895,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"h) In work or school contexts with co-workers/colleagues/classmates (this context can include taking language classes) <br></br>
**You listed: 2 hours**",response,Language 3:-value,,,,Work/school,10,object-177,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
243,1747529869901,18/05/2025 00:57:49,1747504669901,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"h) In work or school contexts with co-workers/colleagues/classmates (this context can include taking language classes) <br></br>
**You listed: 2 hours**",response,Hours:-6-value,,,,Work/school,10,object-177,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
244,1747529869907,18/05/2025 00:57:49,1747504669907,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"h) In work or school contexts with co-workers/colleagues/classmates (this context can include taking language classes) <br></br>
**You listed: 2 hours**",response,Language 4:-value,,,,Work/school,10,object-177,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
245,1747529869915,18/05/2025 00:57:49,1747504669915,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"h) In work or school contexts with co-workers/colleagues/classmates (this context can include taking language classes) <br></br>
**You listed: 2 hours**",response,Hours:-8-value,,,,Work/school,10,object-177,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
246,1747529869921,18/05/2025 00:57:49,1747504669921,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"i) Out of home in commercial or official contexts (e.g., restaurants, stores, doctor’s office, bank) <br></br>
**You listed: 1 hours**",response,Language 1:-value,English,,,Out of home,11,object-178,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
247,1747529869927,18/05/2025 00:57:49,1747504669927,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"i) Out of home in commercial or official contexts (e.g., restaurants, stores, doctor’s office, bank) <br></br>
**You listed: 1 hours**",response,Hours:-2-value,1,,,Out of home,11,object-178,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
248,1747529869933,18/05/2025 00:57:49,1747504669933,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"i) Out of home in commercial or official contexts (e.g., restaurants, stores, doctor’s office, bank) <br></br>
**You listed: 1 hours**",response,Language 2:-value,,,,Out of home,11,object-178,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
249,1747529869939,18/05/2025 00:57:49,1747504669939,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"i) Out of home in commercial or official contexts (e.g., restaurants, stores, doctor’s office, bank) <br></br>
**You listed: 1 hours**",response,Hours:-4-value,,,,Out of home,11,object-178,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
250,1747529869945,18/05/2025 00:57:49,1747504669945,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"i) Out of home in commercial or official contexts (e.g., restaurants, stores, doctor’s office, bank) <br></br>
**You listed: 1 hours**",response,Language 3:-value,,,,Out of home,11,object-178,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
251,1747529869953,18/05/2025 00:57:49,1747504669953,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"i) Out of home in commercial or official contexts (e.g., restaurants, stores, doctor’s office, bank) <br></br>
**You listed: 1 hours**",response,Hours:-6-value,,,,Out of home,11,object-178,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
