Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ufbv,branch-x9dy,branch-62yz,branch-1uap,randomiser-axxj,allocator-flaz,randomiser-9tbp,allocator-cukp,randomiser-fgpw,checkpoint-3r84,checkpoint-l4ng,checkpoint-wo1n,checkpoint-x4vd,checkpoint-1bol,checkpoint-a1y4,checkpoint-pifd,checkpoint-f46v,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: Language-1,Store: Language-2,Store: Language-3,Store: Language-4,Store: Watching-hours,Store: Listening-hours,Store: Games-hours,Store: Internet-hours,Store: Home-hours,Store: Family-hours,Store: Social-hours,Store: Work-school-hours,Store: Out-of-home-hours,Store: Other-hours,Store: Other-specification
18,1747431396008,16/05/2025 21:36:36,1747406196008,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 3,n2j8m2,3,,response,Language 3-value,Japanese,,,Language 3,17,object-14,English,American Sign Language,Japanese,,,,,,,,,,,,
19,1747431396009,16/05/2025 21:36:36,1747406196009,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 3,n2j8m2,3,Listening,response,value,16,,,Language 3 Listening,19,object-204,English,American Sign Language,Japanese,,,,,,,,,,,,
20,1747431396009,16/05/2025 21:36:36,1747406196009,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 3,n2j8m2,3,Speaking,response,value,19,,,Language 3 Speaking,20,object-205,English,American Sign Language,Japanese,,,,,,,,,,,,
21,1747431396010,16/05/2025 21:36:36,1747406196010,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 3,n2j8m2,3,Reading,response,value,19,,,Language 3 Reading,21,object-206,English,American Sign Language,Japanese,,,,,,,,,,,,
22,1747431396010,16/05/2025 21:36:36,1747406196010,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 3,n2j8m2,3,Writing,response,value,19,,,Language 3 Writing,22,object-207,English,American Sign Language,Japanese,,,,,,,,,,,,
23,1747431396010,16/05/2025 21:36:36,1747406196010,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 3,n2j8m2,3,Years of use**,response,value,7,,,Language 3 Years of use,23,object-208,English,American Sign Language,Japanese,,,,,,,,,,,,
24,1747431396010,16/05/2025 21:36:36,1747406196010,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 3,n2j8m2,3,,response,Language 4-value,,,,Language 4,24,object-15,English,American Sign Language,Japanese,,,,,,,,,,,,
25,1747431396010,16/05/2025 21:36:36,1747406196010,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 3,n2j8m2,3,Listening,response,value,,,,Language 4 Listening,26,object-209,English,American Sign Language,Japanese,,,,,,,,,,,,
26,1747431396010,16/05/2025 21:36:36,1747406196010,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 3,n2j8m2,3,Speaking,response,value,,,,Language 4 Speaking,27,object-211,English,American Sign Language,Japanese,,,,,,,,,,,,
27,1747431396010,16/05/2025 21:36:36,1747406196010,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 3,n2j8m2,3,Reading,response,value,,,,Language 4 Reading,28,object-212,English,American Sign Language,Japanese,,,,,,,,,,,,
28,1747431396010,16/05/2025 21:36:36,1747406196010,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 3,n2j8m2,3,Writing,response,value,,,,Language 4 Writing,29,object-213,English,American Sign Language,Japanese,,,,,,,,,,,,
29,1747431396010,16/05/2025 21:36:36,1747406196010,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 3,n2j8m2,3,Years of use**,response,value,,,,Language 4 Years of use,30,object-214,English,American Sign Language,Japanese,,,,,,,,,,,,
30,1747431396011,16/05/2025 21:36:36,1747406196011,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 4,ts9c7h,4,,response,Country 1-value,,,,Country 1,3,object-19,English,American Sign Language,Japanese,,,,,,,,,,,,
31,1747431396011,16/05/2025 21:36:36,1747406196011,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 4,ts9c7h,4,,response,Length of stay (in months)-value,,,,Country 1,3,object-19,English,American Sign Language,Japanese,,,,,,,,,,,,
32,1747431396011,16/05/2025 21:36:36,1747406196011,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 4,ts9c7h,4,,response,Language-value,,,,Country 1,3,object-19,English,American Sign Language,Japanese,,,,,,,,,,,,
33,1747431396011,16/05/2025 21:36:36,1747406196011,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 4,ts9c7h,4,Frequency of use,response,value,,,,Country 1 Frequency,4,object-20,English,American Sign Language,Japanese,,,,,,,,,,,,
34,1747431396011,16/05/2025 21:36:36,1747406196011,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 4,ts9c7h,4,Frequency of use,response,quantised,,,,Country 1 Frequency,4,object-20,English,American Sign Language,Japanese,,,,,,,,,,,,
35,1747431396011,16/05/2025 21:36:36,1747406196011,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 4,ts9c7h,4,,response,Country 2-value,,,,Country 2,5,object-21,English,American Sign Language,Japanese,,,,,,,,,,,,
36,1747431396011,16/05/2025 21:36:36,1747406196011,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 4,ts9c7h,4,,response,Length of stay (in months)-value,,,,Country 2,5,object-21,English,American Sign Language,Japanese,,,,,,,,,,,,
37,1747431396011,16/05/2025 21:36:36,1747406196011,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 4,ts9c7h,4,,response,Language-value,,,,Country 2,5,object-21,English,American Sign Language,Japanese,,,,,,,,,,,,
38,1747431396011,16/05/2025 21:36:36,1747406196011,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 4,ts9c7h,4,Frequency of use,response,value,,,,Country 2 Frequency,6,object-81,English,American Sign Language,Japanese,,,,,,,,,,,,
39,1747431396012,16/05/2025 21:36:36,1747406196012,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 4,ts9c7h,4,Frequency of use,response,quantised,,,,Country 2 Frequency,6,object-81,English,American Sign Language,Japanese,,,,,,,,,,,,
40,1747431396012,16/05/2025 21:36:36,1747406196012,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 4,ts9c7h,4,,response,Country 3-value,,,,Country 3,7,object-23,English,American Sign Language,Japanese,,,,,,,,,,,,
41,1747431396012,16/05/2025 21:36:36,1747406196012,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 4,ts9c7h,4,,response,Length of stay (in months)-value,,,,Country 3,7,object-23,English,American Sign Language,Japanese,,,,,,,,,,,,
42,1747431396012,16/05/2025 21:36:36,1747406196012,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 4,ts9c7h,4,,response,Language-value,,,,Country 3,7,object-23,English,American Sign Language,Japanese,,,,,,,,,,,,
43,1747431396013,16/05/2025 21:36:36,1747406196013,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 4,ts9c7h,4,Frequency of use,response,value,,,,Country 3 Frequency,8,object-82,English,American Sign Language,Japanese,,,,,,,,,,,,
44,1747431396013,16/05/2025 21:36:36,1747406196013,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 4,ts9c7h,4,Frequency of use,response,quantised,,,,Country 3 Frequency,8,object-82,English,American Sign Language,Japanese,,,,,,,,,,,,
45,1747431396013,16/05/2025 21:36:36,1747406196013,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 4,ts9c7h,4,,response,Country 4-value,,,,Country 4,9,object-25,English,American Sign Language,Japanese,,,,,,,,,,,,
46,1747431396013,16/05/2025 21:36:36,1747406196013,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 4,ts9c7h,4,,response,Length of stay (in months)-value,,,,Country 4,9,object-25,English,American Sign Language,Japanese,,,,,,,,,,,,
47,1747431396014,16/05/2025 21:36:36,1747406196014,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 4,ts9c7h,4,,response,Language-value,,,,Country 4,9,object-25,English,American Sign Language,Japanese,,,,,,,,,,,,
48,1747431396014,16/05/2025 21:36:36,1747406196014,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 4,ts9c7h,4,Frequency of use,response,value,,,,Country 4 Frequency,10,object-83,English,American Sign Language,Japanese,,,,,,,,,,,,
49,1747431396014,16/05/2025 21:36:36,1747406196014,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 4,ts9c7h,4,Frequency of use,response,quantised,,,,Country 4 Frequency,10,object-83,English,American Sign Language,Japanese,,,,,,,,,,,,
50,1747431396014,16/05/2025 21:36:36,1747406196014,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 5,41p5ns,5,Non-native language 1,response,value,American Sign Language,,English|American Sign Language|Japanese,Non-native language 1,3,object-94,English,American Sign Language,Japanese,,,,,,,,,,,,
51,1747431396014,16/05/2025 21:36:36,1747406196014,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 5,41p5ns,5,Non-native language 1,response,quantised,2,,English|American Sign Language|Japanese,Non-native language 1,3,object-94,English,American Sign Language,Japanese,,,,,,,,,,,,
52,1747431396015,16/05/2025 21:36:36,1747406196015,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 5,41p5ns,5,Non-native language 2,response,value,Japanese,,English|American Sign Language|Japanese,Non-native language 2,4,object-95,English,American Sign Language,Japanese,,,,,,,,,,,,
53,1747431396015,16/05/2025 21:36:36,1747406196015,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 5,41p5ns,5,Non-native language 2,response,quantised,3,,English|American Sign Language|Japanese,Non-native language 2,4,object-95,English,American Sign Language,Japanese,,,,,,,,,,,,
54,1747431396015,16/05/2025 21:36:36,1747406196015,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 5,41p5ns,5,Non-native language 3,response,value,,,English|American Sign Language|Japanese,Non-native language 3,5,object-96,English,American Sign Language,Japanese,,,,,,,,,,,,
55,1747431396016,16/05/2025 21:36:36,1747406196016,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 5,41p5ns,5,Non-native language 3,response,quantised,0,,English|American Sign Language|Japanese,Non-native language 3,5,object-96,English,American Sign Language,Japanese,,,,,,,,,,,,
56,1747431396016,16/05/2025 21:36:36,1747406196016,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 5,41p5ns,5,Non-native language 4,response,value,,,English|American Sign Language|Japanese,Non-native language 4,6,object-97,English,American Sign Language,Japanese,,,,,,,,,,,,
57,1747431396016,16/05/2025 21:36:36,1747406196016,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 5,41p5ns,5,Non-native language 4,response,quantised,0,,English|American Sign Language|Japanese,Non-native language 4,6,object-97,English,American Sign Language,Japanese,,,,,,,,,,,,
